feature_id,inventory_origin,source_sequence,source_row_number,source_feature,proposed_browser_module,concrete_user_workflow,dependencies_uncertainties,scope_status,evidence_level,source_url,source_retrieved_date,source_basic,source_silver,source_gold
MARG-086,edition_matrix,86,86,Pharmanxt Free Drug Helpline,Drug reference desk,Search permitted drug/salt references and supplier discovery; open approved helpline resources.,PharmaNXT service/data rights and clinical limitations; do not imply prescribing authority.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,2026-09-24,included,included,included
MARG-087,edition_matrix,87,87,Data Analysis Dashboard,Analysis dashboard,"Explore stock, sales, margins and trends; filter dimensions and drill to source transactions.",Define distinction from operational dashboard and calculations; source label alone gives no chart catalogue.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,2026-09-24,included,included,included
MARG-088,edition_matrix,88,88,Stock & Sales e-Mail Scheduler,Report delivery schedules,"Configure report recipients, periods and times; preview report and inspect delivery history.","Email authorization, time zones, permissions and failed sends; local preview remains available without service.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,2026-09-24,included,included,included
MARG-089,edition_matrix,89,89,Collaborative Commerce,Trading-partner workspace,"Share authorized catalogue, stock/offer/order information with trading partners.","Collaborative Commerce is broad; confirm partner identity, sharing consent and supported exchanges.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,2026-09-24,included,included,included
MARG-090,edition_matrix,90,90,Connected Banking,Connected bank services,Select an authorized bank service; inspect balances/transactions and prepare permitted actions.,"Bank-specific coverage differs from statement import; contracts, MFA and approval boundaries apply.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,2026-09-24,included,included,included
MARG-091,edition_matrix,91,91,ERP to ERP,ERP order exchange,Browse supplier availability/rates/schemes; place orders; inspect received order and acknowledgement.,"Partner mapping, permitted interfaces, commercial access and duplicate handling; not open access to Marg network.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,2026-09-24,included,included,included
MARG-092,edition_matrix,92,92,Pass Ki Dukaan,Nearby shop discovery,Publish a reviewed shop/catalogue profile; let customers discover and request goods from nearby stores.,"Confirm Pass Ki Dukaan service scope; maps, marketplace permissions and catalogue publication require setup.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,2026-09-24,included,included,included
MARG-093,edition_matrix,93,93,Users,Users and companies,"Manage staff, accountants and CA access by company, GSTIN and branch; inspect preparer/reviewer permissions.",User confirmed staff preparation plus accountant/CA review; competitor prices/seat limits do not restrict our scope; review independence and overrides need policy.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,2026-09-24,text_only,text_only,text_only
ADD-001,additional_inventory,,,Touchscreen POS and multiple counters,Retail hardware,Run concurrent counter sessions; scan items; accept tenders; recover an interrupted bill.,Scanner/cash drawer/printer compatibility and concurrency behavior need device trials.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/retail/supermarket_software.html,2026-09-24,,,
ADD-002,additional_inventory,,,Weighing-scale billing,Retail hardware,Read or enter measured weight; choose item; calculate and review priced quantity.,"Browser device support, calibration and units must be verified; manual fallback is a workflow choice.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/retail/supermarket_software.html,2026-09-24,,,
ADD-003,additional_inventory,,,Loyalty rewards,Retail loyalty,"Enroll customers; accrue, redeem and adjust points with returns.","Consent, expiry, rounding and scheme stacking need policy examples.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/retail/retail_software.html,2026-09-24,,,
ADD-004,additional_inventory,,,Local-language printing,Document localization,Choose supported language and review invoice/label rendering before printing.,Exact languages/fonts and regulatory labels require validation.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/retail/supermarket_software.html,2026-09-24,,,
ADD-005,additional_inventory,,,Rack-level stock location,Warehouse layout,Assign item/batch rack locations; show picking guidance and rack stock reports.,Rack versus store identifiers; mixed bins and replenishment need examples.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/retail/retail_software.html,2026-09-24,,,
ADD-006,additional_inventory,,,Sales-based reorder planning,Replenishment,"Review demand, thresholds and pending supply; propose supplier-specific purchase orders.",Validate minimum/maximum and shortage formulas; no claim of predictive AI.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/re-order-management,2026-09-24,,,
ADD-007,additional_inventory,,,Purchase-cost and supplier comparison,Supplier purchasing,"Compare recent supplier deals, effective unit cost and terms before an order.","Normalize free quantities, taxes, freight and unit conversions.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/retail/stock_management_software.html,2026-09-24,,,
ADD-008,additional_inventory,,,Supplier/customer claims,Claims and incentives,Record expected scheme/expiry benefits; submit supporting statements; track settlements and disputes.,Distinguish commercial claims from stock returns and GST credit notes.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/distribution/fmcg_software_india.html,2026-09-24,,,
ADD-009,additional_inventory,,,Salesperson commissions,Claims and incentives,Configure permitted commission rules; inspect item/person totals and post reviewed amounts.,"Returns, discount exclusions and payout adjustments require examples.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/sale-analysis/95/1/trees,2026-09-24,,,
ADD-010,additional_inventory,,,Barcode physical counts,Physical inventory,Collect count quantities; compare imported/scanned counts with book stock and review variances.,"Comparison is documented; blind counts, adjustments and approval behavior need specification.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/inventory-reports/2748/1/how-to-map-software-stock-with-physical-stock-on-the-basis-of-barcode-in-marg-erp-software,2026-09-24,,,
ADD-011,additional_inventory,,,PO to purchase bill,Procurement fulfilment,Select pending PO and received items; load a purchase draft and inspect remaining commitment.,"Partial receipt, overreceipt and duplicate supplier bill checks require examples.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/purchase/41306/1/How-to-Load-purchase-Order,2026-09-24,,,
ADD-012,additional_inventory,,,Previously sold batch validation,Returns provenance,Select customer/source invoice and restrict return selection to documented sold batches where configured.,Manual exceptions require explicit permissions; retain original quantities and tax context.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/sale-return/28701/1/sale%20return,2026-09-24,,,
ADD-013,additional_inventory,,,CSV/Excel master and purchase imports,Data import and migration,Upload files; map fields/parties/items; preview errors; reconcile imported records.,Real sample formats and idempotency needed; imported records must retain source provenance.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/data-import-export/169862/1/common,2026-09-24,,,
ADD-014,additional_inventory,,,ERP Bridger and accounting exchange,Data import and migration,Export/import agreed account and inventory records including relevant Tally transfers.,Supported formats and completeness need sample validation; proprietary integrations require permission.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/data-import-export/169862/1/common,2026-09-24,,,
ADD-015,additional_inventory,,,Genie-style invoice photography,Photo purchase capture,Upload a photographed invoice; inspect extraction against image; correct and confirm a draft.,Vendor advertises capture; extraction accuracy and provider access are unverified.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/marg-genie/index.html,2026-09-24,,,
ADD-016,additional_inventory,,,Patient and prescription records,Pharmacy customer desk,Record permitted prescription-linked dispensing and patient references; retrieve past transactions.,"Consent, data minimization, access and retention; prescribing/clinical decision support is not assumed.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/retail/chemist_software.html,2026-09-24,,,
ADD-017,additional_inventory,,,Refill reminders,Pharmacy customer desk,Record refill preferences and expected dates; review due reminders and response history.,Patient consent and message-provider authorization; no automatic clinical dosing advice.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/retail/chemist_software.html,2026-09-24,,,
ADD-018,additional_inventory,,,Promise orders,Customer demand,Record demand for unavailable items; link replenishment and notify customer after review.,Reservation expiry and customer consent; actual availability must be checked before messaging.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/retail/store_management_software.html,2026-09-24,,,
ADD-019,additional_inventory,,,C&F and manufacturer reporting,Pharma distribution,"Maintain distributor/manufacturer relationships; report stock, sales and claims by principal.","Consignment ownership, reporting formats and principal contracts require examples.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/distribution/pharma_software.html,2026-09-24,,,
ADD-020,additional_inventory,,,Size/colour/style/season variants,Garment catalogue,Create variants; print labels; sell/exchange exact sizes and colours; inspect variant stock.,"Parent/variant identity, pricing and historical labels require explicit examples.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/retail/garment_software.html,2026-09-24,,,
ADD-021,additional_inventory,,,Purity/weight and making charges,Jewellery desk,Capture article purity/weight; choose applicable metal rate; calculate making charges and bill.,"Rate basis, wastage, hallmark records and tax rules require jewellery-specific review.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/accounting_software.html,2026-09-24,,,
ADD-022,additional_inventory,,,Karigar and repairs,Jewellery workshop,Issue articles/material to karigars; record repair/job progress; reconcile material and charges on receipt.,"Loss/wastage, article custody and customer approvals require examples.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/accounting_software.html,2026-09-24,,,
ADD-023,additional_inventory,,,Old-gold exchange,Jewellery exchange,Record exchanged article/valuation; link agreed consideration to new sale and settlements.,"Ownership evidence, valuation and tax treatment require specialist validation.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/retail/billing_software.html,2026-09-24,,,
ADD-024,additional_inventory,,,Tables and order modes,Restaurant service,Open dine-in/takeaway/delivery orders; transfer tables; split or merge permitted bills.,"Occupancy, concurrent staff edits and tax/service-charge rules need examples.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/accounting_software.html,2026-09-24,,,
ADD-025,additional_inventory,,,KOT and kitchen display,Restaurant kitchen,Route ordered items to kitchen queues; record preparation/status changes and cancellations.,"Ticket amendments, multiple stations and printer/display compatibility need validation.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/accounting_software.html,2026-09-24,,,
ADD-026,additional_inventory,,,Recipe inventory consumption,Restaurant costs,Maintain recipe quantities; record production/sale consumption and inspect ingredient waste.,"Recipe units, yield and inventory posting trigger need actual restaurant scenarios.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/accounting_software.html,2026-09-24,,,
ADD-027,additional_inventory,,,Zomato/Swiggy order intake,Restaurant channels,Review imported channel orders; accept permitted actions and reconcile settlement documents.,"Partner access, licensing and current API coverage are not turnkey.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/accounting_software.html,2026-09-24,,,
ADD-028,additional_inventory,,,Tips and waiter reporting,Restaurant staff,Assign service staff; record tips; report sales/tips and reviewed allocations.,"Tip ownership, split rules and payroll/accounting links need policy definition.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/accounting_software.html,2026-09-24,,,
ADD-029,additional_inventory,,,Appointments and staff shifts,Salon desk,"Schedule client/beautician appointments; manage shifts, reminders and service billing.","Overlap rules, no-shows and message consent need examples.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/accounting_software.html,2026-09-24,,,
ADD-030,additional_inventory,,,Production planning and material requirements,Manufacturing planning,Create production demand; inspect material requirements; plan purchases and work orders.,"BOM versions, capacity assumptions and production states need manufacturing examples.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/manufacturing-software.html,2026-09-24,,,
ADD-031,additional_inventory,,,Formulation/BOM and batch costing,Manufacturing execution,Issue materials to a production batch; record outputs/yields and calculate reviewed batch costs.,"Process-specific costing, scrap, rework and units require validation.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/pharma_erp_software.html,2026-09-24,,,
ADD-032,additional_inventory,,,Quality release and manufacturing records,Manufacturing quality,Record required production/test evidence; hold or release batches by approved review.,Applicable quality regulations and signatures need specialist specification; no certification claim.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/pharma_erp_software.html,2026-09-24,,,
ADD-033,additional_inventory,,,Patient-linked pharmacy dispensing,Clinical pharmacy,Link dispensations and charges to permitted patient/visit records.,Does not imply a complete hospital information system or clinical prescribing capability.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/retail/clinical-pharmacy-software.html,2026-09-24,,,
ADD-034,additional_inventory,,,eRetail equivalent,Retailer portal,"Browse supplier stock/rates/schemes; place orders; inspect invoices, balances and short supplies.",Responsive web workspace; supplier consent and live network access are separate dependencies.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://tutorial.margcompusoft.com/tutorial/396-e-retail-android-application-english,2026-09-24,,,
ADD-035,additional_inventory,,,eBilling equivalent,Field billing,Create authorized field invoices; share/print them; record collections and inspect stock.,"Responsive browser workflow; numbering, connectivity and mobile/Bluetooth printing compatibility need validation.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/ebusiness-app/e-business/182212/5/what-is-the-process-of-e-billing-app-integration-with-marg-software,2026-09-24,,,
ADD-036,additional_inventory,,,eDelivery equivalent,Delivery operations,Open assigned deliveries; navigate; record delivered/failed state and reason.,Responsive web workspace; maps and location permissions; photo/signature proof not established by evidence.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/ebusiness-app/credit-limit-management/170217/utils/inftrees,2026-09-24,,,
ADD-037,additional_inventory,,,eOwner equivalent,Owner workspace,"Inspect businesses, financial balances, inventory and field performance from a responsive browser view.",Role-scoped reporting; not assumed identical to every desktop editing function.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/manufacturing/pharmaceutical_manufacturing_software_erp.html,2026-09-24,,,
ADD-038,additional_inventory,,,SFAXpert equivalent,Field-force CRM,"Plan calls; record visits, attendance/expenses and sales reports; inspect follow-up tasks.",Responsive browser workspace; geolocation consent and employer policies; no native app requirement.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/onlinemrReporting.html,2026-09-24,,,
ADD-039,additional_inventory,,,MargMart and shop QR equivalent,Online storefront,Build catalogue; preview shop/QR ordering; accept orders and inspect fulfilment.,"Local preview now; external publication, payment and marketplace services require explicit setup.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/,2026-09-24,,,
ADD-040,additional_inventory,,,Wallet and service entitlements,Service usage,"Inspect enabled external services, usage records and expected charges; review service actions.",No funds held or paid jobs opened locally; provider terms and pricing require separate approval.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/marg-wallet/183073/1/marg-wallet-plan-and-price-list,2026-09-24,,,
ADD-041,additional_inventory,,,DMSXpert/WebXpert equivalent,Channel reporting,Map partner SKUs; receive authorized channel/branch reports; inspect consolidated sales and stock.,Partner permissions and data completeness; transactional orchestration is not established.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/Package/web_reporting_dmsxpert.html,2026-09-24,,,
ADD-042,additional_inventory,,,ECOD Secure equivalent jobs,Secondary-sales intelligence,Receive authorized manufacturer/distributor sales data; map and inspect reporting exceptions.,"Data rights, contracts and source quality; no promise of access to ECOD proprietary datasets.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://ecodsecure.com/ecod.html,2026-09-24,,,
ADD-043,additional_inventory,,,HRXpert/MargHR equivalent jobs,Payroll and people,"Maintain employees, attendance, leave and salary inputs; calculate/review payroll and reports.",Separate adjacent-product inventory; statutory calculations and confidential access require validated rules.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/payroll_software.html,2026-09-24,,,
ADD-044,additional_inventory,,,API access and exchange monitoring,Integration administration,Configure permitted partner access; inspect master/order/stock/dispatch exchanges and failures.,Public Marg API is paid and partial; feature parity does not grant access or prove full GST/accounting coverage.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/api/MobileSolutions.html,2026-09-24,,,
ADD-045,additional_inventory,,,Books Vinculum connector equivalent,Commerce order imports,Review channel orders; map items/taxes; convert approved orders to sales invoices.,"Books-specific evidence; connector contracts, credentials and current platform coverage need validation.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/marg-books/e-commerce/184130/9/what-is-the-process-of-e---commerce-vinculum-in-marg-books,2026-09-24,,,
ADD-046,additional_inventory,,,GSTIN verification,GST setup,Check GSTIN registration/status; inspect results and apply reviewed party changes.,"Current authorized verification service, taxpayer context and fees; local fixtures show examples only.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/marg-wallet/bulk-gstin-verification/183915/10/what-is-the-process-of-bulk-gstin-verification-through-marg-wallet,2026-09-24,,,
ADD-047,additional_inventory,,,Place of supply and tax determination,GST setup,Capture transaction context; preview applicable tax and reason; review exceptions.,"Effective-dated rules, exemptions and current legal validation; do not infer from GSTIN alone.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/vat/41988/1/crc32,2026-09-24,,,
ADD-048,additional_inventory,,,Single/bulk e-invoice lifecycle,GST e-invoices,Validate selected documents; submit authorized requests; inspect acknowledgements/rejections/cancellations.,"GSP/IRP access, credentials, applicability and time limits; local records must not invent genuine IRNs.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/e-invoicing/167209/1/trees,2026-09-24,,,
ADD-049,additional_inventory,,,E-way lifecycle and transport details,GST e-way bills,"Prepare transport/document details; track generation, permitted updates, cancellation and extensions.",Authorized integration and current rules; provider status and local draft remain distinct.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/e-way-bill,2026-09-24,,,
ADD-050,additional_inventory,,,GSTR-1 preparation and connected filing,GST outward returns,Select GSTIN/period; review JSON; upload through authorized service; retain signatory/filing status.,OTP/signature and government acceptance are separate from upload; never infer filing from a local success flag.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/marg-wallet/gstr1-direct-filing/183917/10/how-to-upload-gstr1-directly-on-the-portal-through-marg-wallet,2026-09-24,,,
ADD-051,additional_inventory,,,GSTR-2B matching,GST purchase reconciliation,"Import authorized portal data; review matched, mismatched and missing purchases; save resolutions.",Matching is separate from ITC eligibility; tolerances and amendment handling need reviewed examples.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/gstr-2a-reconciliation/179260/utils/common,2026-09-24,,,
ADD-052,additional_inventory,,,GSTR-3B preparation,GST periodic liability,Review period totals and supporting transactions; export or use authorized filing workflow.,Current filing/signing process needs verification; legacy guide is not a complete legal specification.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/gstr-3b/70197/1/what-is-the-process-of-gstr-3b-report-in-marg-erp-software,2026-09-24,,,
ADD-053,additional_inventory,,,Pre-filing error review,GST audit checks,Find missing/duplicate/cancelled bills and tax errors; open affected document and record resolution.,"Current validation catalogue, severity and correction rules require accountant review.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/Question.aspx/17429/1/Internal-audit-mismatch-error-,2026-09-24,,,
ADD-054,additional_inventory,,,Multiple GSTIN and annual-return services,GST accountant workspace,Switch authorized GSTINs; prepare annual/periodic returns and full-year reconciliations.,"Advertised CA service breadth; exact supported returns, filing and shared-review functions need confirmation.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/gst_software.html,2026-09-24,,,
ADD-055,additional_inventory,,,GST/MRP rate revisions,GST rate maintenance,Import or enter revised effective-dated rates; review affected products and future billing.,Preserve historical transactions; current product-specific rules and rollback semantics need validation.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/marg-support.html,2026-09-24,,,
ADD-056,additional_inventory,,,IMS and modern GSTR-1A scope,GST invoice actions,Review applicable invoice actions/amendments and their consequences in a dedicated browser workspace.,"Marg operational parity is unverified; preserve requested scope for clarification, not claim demonstrated support.",preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://main.margcompusoft.com/m/what-is-an-invoice-management-system-and-how-marg-erp-keeps-you-gst-compliant/,2026-09-24,,,
ADD-057,additional_inventory,,,Year close and opening balances,Company administration,Review closing balances; carry stock/accounts/outstanding to a new period; reconcile differences.,Preserve prior-year evidence and permissions; no silent retroactive recalculation.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/profit-and-loss/57064/1/null,2026-09-24,,,
ADD-058,additional_inventory,,,Period freeze and reopen,Control administration,Restrict edits to approved periods; review authorized reopen requests and affected reports.,Specific Marg semantics require demonstration; approvals and audit must reflect reopened changes.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/margerp/changes-history,2026-09-24,,,
ADD-059,additional_inventory,,,Cloud/Books access jobs,Product access and migration,Access company records through the browser and review a complete migration/export package.,Preserve user jobs; do not recreate hosted desktop/native products; source local-cloud sync is constrained.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://care.margcompusoft.com/marg-cloud/f-a-q/184484/12/marg-cloud-faq-s,2026-09-24,,,
ADD-060,additional_inventory,,,"Hallmark, insurance and article catalogue",Jewellery records,Maintain article identification/hallmark references and catalogue; record associated insurance details.,Insurance service access and applicable hallmark requirements require external validation.,preserved_in_scope,vendor_documented_or_advertised; see uncertainty,https://margcompusoft.com/accounting_software.html,2026-09-24,,,
ADD-061,user_confirmed_scope,,,Multi-company and branch operations,Business organization,Create/select legal companies and branches; maintain independent company books; inspect branch operations and consolidated management views.,"User-confirmed scope; distinguish company, branch, warehouse and GSTIN; intercompany transactions and consolidation rules require examples.",preserved_in_scope,explicit user instruction relayed 2026-09-24,"user instruction: multi-company, multiGSTIN, multi-branch; staff prepare and accountant/CA review",2026-09-24,,,
ADD-062,user_confirmed_scope,,,Multiple GSTIN statutory workspaces,GST registrations,Assign applicable GST registrations to business locations; prepare/review each GSTIN return by period and retain its filing evidence.,User-confirmed scope; consolidated views never replace registration-specific statutory returns; intra/inter-registration stock and tax treatment require reviewed rules.,preserved_in_scope,explicit user instruction relayed 2026-09-24,"user instruction: multi-company, multiGSTIN, multi-branch; staff prepare and accountant/CA review",2026-09-24,,,
ADD-063,user_confirmed_scope,,,Staff preparation and accountant/CA review,Accountant review,"Staff prepare documents and period work; accountant/CA reviews evidence, requests corrections and records approval within permitted business scope.","User-confirmed scope; filing/signing authority remains separate; clarify preparer self-review, reassignment, exceptions and changes after approval.",preserved_in_scope,explicit user instruction relayed 2026-09-24,"user instruction: multi-company, multiGSTIN, multi-branch; staff prepare and accountant/CA review",2026-09-24,,,
