source_id,source_file,canonical_ids,original_title,original_workflow,original_uncertainties,original_scope_status,original_evidence_level,original_source_url,exact_original_row_json
MARG-042,../marg/webapp-parity-map.csv,ERP-024;WORK-04;WORK-10;WORK-13,Inventory & Accounting Approval System,"Staff prepare stock/account documents; assigned accountant/CA reviews, returns for correction or approves with reasons and history.",Company/GSTIN/branch scope; approval coverage and limits need examples; changes after review must be surfaced for renewed review where affected.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Staff prepare stock/account documents; assigned accountant/CA reviews, returns for correction or approves with reasons and history."", ""dependencies_uncertainties"": ""Company/GSTIN/branch scope; approval coverage and limits need examples; changes after review must be surfaced for renewed review where affected."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-042"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Approval inbox"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Inventory & Accounting Approval System"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""42"", ""source_sequence"": ""42"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-043,../marg/webapp-parity-map.csv,ERP-044,Show Pending Kot /Challans,"View pending KOTs and challans; open, fulfil, cancel or convert linked documents.",Keep kitchen tickets separate from stock delivery challans; partial completion and stale work rules.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""View pending KOTs and challans; open, fulfil, cancel or convert linked documents."", ""dependencies_uncertainties"": ""Keep kitchen tickets separate from stock delivery challans; partial completion and stale work rules."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-043"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Pending kitchen/dispatch work"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Show Pending Kot /Challans"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""43"", ""source_sequence"": ""43"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-044,../marg/webapp-parity-map.csv,ERP-020,Cashier Management,Open a shift; record tender and cash movements; close and reconcile expected versus counted cash.,"Refund authority, cash drawer compatibility and discrepancy approval require examples.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Open a shift; record tender and cash movements; close and reconcile expected versus counted cash."", ""dependencies_uncertainties"": ""Refund authority, cash drawer compatibility and discrepancy approval require examples."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-044"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Cashier workspace"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Cashier Management"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""44"", ""source_sequence"": ""44"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-045,../marg/webapp-parity-map.csv,TAX-13,GST e-Return,Prepare return-period data; review errors; export or submit through authorized filing flow.,"Return types, current rules, signatory consent and remote acknowledgements; local examples cannot constitute filing.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Prepare return-period data; review errors; export or submit through authorized filing flow."", ""dependencies_uncertainties"": ""Return types, current rules, signatory consent and remote acknowledgements; local examples cannot constitute filing."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-045"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""GST returns"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""GST e-Return"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""45"", ""source_sequence"": ""45"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-046,../marg/webapp-parity-map.csv,ERP-021;WORK-11,Reports Manager (MIS Report),Search/filter reports; drill to transactions; save layouts; export and print.,Document each report's definitions and permissions; the 1000+ claim is not a verified specification.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Search/filter reports; drill to transactions; save layouts; export and print."", ""dependencies_uncertainties"": ""Document each report's definitions and permissions; the 1000+ claim is not a verified specification."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-046"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Reports workspace"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Reports Manager (MIS Report)"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""46"", ""source_sequence"": ""46"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-047,../marg/webapp-parity-map.csv,ERP-022;WORK-09,Budget & Cost Centers Management System,Assign costs/revenue to centres; maintain period budgets and compare actuals.,"Allocation rules, dimensions and consolidated totals require reconciliation.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Assign costs/revenue to centres; maintain period budgets and compare actuals."", ""dependencies_uncertainties"": ""Allocation rules, dimensions and consolidated totals require reconciliation."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-047"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Budgets and cost centres"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Budget & Cost Centers Management System"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""47"", ""source_sequence"": ""47"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-048,../marg/webapp-parity-map.csv,ERP-022,Target,Assign sales/collection targets by period/person/group; inspect achievement and variance.,Target dimensions and returns/cancellation treatment need actual examples.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Assign sales/collection targets by period/person/group; inspect achievement and variance."", ""dependencies_uncertainties"": ""Target dimensions and returns/cancellation treatment need actual examples."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-048"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Targets"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Target"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""48"", ""source_sequence"": ""48"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-049,../marg/webapp-parity-map.csv,ERP-025;WORK-06,"Bank Letter,Packing Slip,Conver Note,Gatepass,Label,Barcode printing (Only Invoice Printing)","Generate bank letters, packing slips, cover notes, gatepasses and invoice-associated labels.",Verify meaning of source Conver Note and distinction from label printing; template/legal fields vary.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Generate bank letters, packing slips, cover notes, gatepasses and invoice-associated labels."", ""dependencies_uncertainties"": ""Verify meaning of source Conver Note and distinction from label printing; template/legal fields vary."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-049"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Supporting documents"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Bank Letter,Packing Slip,Conver Note,Gatepass,Label,Barcode printing (Only Invoice Printing)"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""49"", ""source_sequence"": ""49"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-050,../marg/webapp-parity-map.csv,ERP-026,Side Display At the time Of Billing,"View relevant stock, customer balances and item information alongside the current bill.",Source side-display meaning needs demonstration; customer-facing second-screen behavior is separate.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""View relevant stock, customer balances and item information alongside the current bill."", ""dependencies_uncertainties"": ""Source side-display meaning needs demonstration; customer-facing second-screen behavior is separate."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-050"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Billing context panel"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Side Display At the time Of Billing"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""50"", ""source_sequence"": ""50"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-051,../marg/webapp-parity-map.csv,ERP-021,Show Dashboard,Open a role-appropriate overview and drill into operational counts and totals.,Matrix distinguishes this from data-analysis dashboard; exact content needs validation.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Open a role-appropriate overview and drill into operational counts and totals."", ""dependencies_uncertainties"": ""Matrix distinguishes this from data-analysis dashboard; exact content needs validation."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-051"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Operational dashboard"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Show Dashboard"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""51"", ""source_sequence"": ""51"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-052,../marg/webapp-parity-map.csv,ERP-026,Shortcut Keys (Short Buttons) & Recently view reports,Use configurable browser shortcuts and action buttons; reopen recently visited reports.,"Avoid browser/OS key conflicts; retain focus order, help and a pointer-accessible equivalent.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Use configurable browser shortcuts and action buttons; reopen recently visited reports."", ""dependencies_uncertainties"": ""Avoid browser/OS key conflicts; retain focus order, help and a pointer-accessible equivalent."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-052"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Keyboard navigation"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Shortcut Keys (Short Buttons) & Recently view reports"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""52"", ""source_sequence"": ""52"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-053,../marg/webapp-parity-map.csv,ERP-014,Sales Bundle Pack Formula (Set Of Bundle) Management & Bundle Formula Loadings In Billing and also Suggested Item Billing.,Define bundles/formulas; load component items and quantities; review suggested additions.,"Stock consumption, substitution, discounts and tax treatment must remain explicit.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Define bundles/formulas; load component items and quantities; review suggested additions."", ""dependencies_uncertainties"": ""Stock consumption, substitution, discounts and tax treatment must remain explicit."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-053"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Bundles and suggestions"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Sales Bundle Pack Formula (Set Of Bundle) Management & Bundle Formula Loadings In Billing and also Suggested Item Billing."", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""53"", ""source_sequence"": ""53"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-054,../marg/webapp-parity-map.csv,ERP-026,Allowed F3 & F4 Key in Bill,Expose permission-controlled equivalents of documented F3/F4 actions within bills.,Exact source action mapping varies and is not proven by matrix; obtain screenshots before assigning semantics.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Expose permission-controlled equivalents of documented F3/F4 actions within bills."", ""dependencies_uncertainties"": ""Exact source action mapping varies and is not proven by matrix; obtain screenshots before assigning semantics."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-054"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Bill-edit shortcuts"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Allowed F3 & F4 Key in Bill"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""54"", ""source_sequence"": ""54"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-055,../marg/webapp-parity-map.csv,ERP-011,Take Sale Return in sale bill thru * Key,Add an original-sale-linked return from the bill screen and review the net transaction.,"Preserve separate return provenance, stock condition and tax consequences; map star shortcut safely.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Add an original-sale-linked return from the bill screen and review the net transaction."", ""dependencies_uncertainties"": ""Preserve separate return provenance, stock condition and tax consequences; map star shortcut safely."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-055"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Inline sales returns"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Take Sale Return in sale bill thru * Key"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""55"", ""source_sequence"": ""55"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-056,../marg/webapp-parity-map.csv,ERP-014,Show Last & Old Deals at the time of billing,"View prior rates, schemes and transactions for selected customer/item while billing.","Date filters, authorizations and historical versus current terms must be clear.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""View prior rates, schemes and transactions for selected customer/item while billing."", ""dependencies_uncertainties"": ""Date filters, authorizations and historical versus current terms must be clear."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-056"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Sales deal history"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Show Last & Old Deals at the time of billing"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""56"", ""source_sequence"": ""56"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-057,../marg/webapp-parity-map.csv,ERP-014,Show Last & Old Deals in Purchase,"Inspect previous supplier rates, quantities, discounts and costs while purchasing.",Keep original tax/rate snapshots; show comparable unit/cost basis.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Inspect previous supplier rates, quantities, discounts and costs while purchasing."", ""dependencies_uncertainties"": ""Keep original tax/rate snapshots; show comparable unit/cost basis."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-057"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Purchase deal history"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Show Last & Old Deals in Purchase"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""57"", ""source_sequence"": ""57"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-058,../marg/webapp-parity-map.csv,ERP-014,Group Wise Scheme Management,Define date/quantity-based offers for item or party groups; preview qualification and benefit.,"Scheme stacking, free-item allocation and returns require examples.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Define date/quantity-based offers for item or party groups; preview qualification and benefit."", ""dependencies_uncertainties"": ""Scheme stacking, free-item allocation and returns require examples."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-058"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Group schemes"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Group Wise Scheme Management"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""58"", ""source_sequence"": ""58"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-059,../marg/webapp-parity-map.csv,ERP-013,Special Rates / Discounts Management,"Set specific rates/discounts for customers, items or periods; apply precedence in billing.","Conflict resolution with other schemes, min/max controls and approval rules.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Set specific rates/discounts for customers, items or periods; apply precedence in billing."", ""dependencies_uncertainties"": ""Conflict resolution with other schemes, min/max controls and approval rules."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-059"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Special prices"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Special Rates / Discounts Management"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""59"", ""source_sequence"": ""59"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-060,../marg/webapp-parity-map.csv,ERP-027,Bill Convert on Amount/Days bases,Select documents meeting amount/day criteria; preview and confirm permitted conversion.,Source does not define from/to document types; preserve as unresolved until demonstrated.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Select documents meeting amount/day criteria; preview and confirm permitted conversion."", ""dependencies_uncertainties"": ""Source does not define from/to document types; preserve as unresolved until demonstrated."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-060"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Document conversion rules"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Bill Convert on Amount/Days bases"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""60"", ""source_sequence"": ""60"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-061,../marg/webapp-parity-map.csv,ERP-021,Show Graphs,Plot report data over time or across dimensions and drill into underlying records.,Consistent totals/filters and accessible tabular equivalent.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Plot report data over time or across dimensions and drill into underlying records."", ""dependencies_uncertainties"": ""Consistent totals/filters and accessible tabular equivalent."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-061"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Charts"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Show Graphs"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""61"", ""source_sequence"": ""61"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-062,../marg/webapp-parity-map.csv,ERP-026,Vertual Keyboard System,Enter quantities/text through an on-screen keypad or device keyboard in browser forms.,"Locale, decimal formats, focus and touch accessibility; avoid intercepting normal input.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Enter quantities/text through an on-screen keypad or device keyboard in browser forms."", ""dependencies_uncertainties"": ""Locale, decimal formats, focus and touch accessibility; avoid intercepting normal input."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-062"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Touch keyboard"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Vertual Keyboard System"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""62"", ""source_sequence"": ""62"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-063,../marg/webapp-parity-map.csv,ERP-026,Vertual / Popup Item Billing,Choose items using touch tiles or a searchable popup without losing the active bill.,"Stock/variant visibility, keyboard selection and return to prior focus.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Choose items using touch tiles or a searchable popup without losing the active bill."", ""dependencies_uncertainties"": ""Stock/variant visibility, keyboard selection and return to prior focus."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-063"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Quick item picker"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Vertual / Popup Item Billing"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""63"", ""source_sequence"": ""63"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-064,../marg/webapp-parity-map.csv,ERP-039,Chit fund Kitty (Kitty/Committee) & Mortgage (Girvi) Management,"Maintain kitty/committee instalments; record pledged articles, valuations, dues and redemption.",Treat chit-fund and mortgage workflows as separate records; licensing/legal/interest rules need specialist definition.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Maintain kitty/committee instalments; record pledged articles, valuations, dues and redemption."", ""dependencies_uncertainties"": ""Treat chit-fund and mortgage workflows as separate records; licensing/legal/interest rules need specialist definition."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-064"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Kitty and secured pledges"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Chit fund Kitty (Kitty/Committee) & Mortgage (Girvi) Management"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""65"", ""source_sequence"": ""64"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-065,../marg/webapp-parity-map.csv,ERP-040,Caret Issue & Receive Management,"Record crate/caret issue, receipt, balances and any deposits against parties.",Confirm source Caret means returnable containers; damaged/lost containers and deposit tax rules need examples.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Record crate/caret issue, receipt, balances and any deposits against parties."", ""dependencies_uncertainties"": ""Confirm source Caret means returnable containers; damaged/lost containers and deposit tax rules need examples."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-065"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Returnable containers"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Caret Issue & Receive Management"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""66"", ""source_sequence"": ""65"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-066,../marg/webapp-parity-map.csv,ERP-041,Out Patient Department (OPD/Reki) Management,Register patient-linked visits; record consultation/service charges and link pharmacy dispensing where relevant.,"Source OPD/Reki semantics require demonstration; privacy, clinical scope and permissions remain unresolved.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Register patient-linked visits; record consultation/service charges and link pharmacy dispensing where relevant."", ""dependencies_uncertainties"": ""Source OPD/Reki semantics require demonstration; privacy, clinical scope and permissions remain unresolved."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-066"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""OPD service desk"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Out Patient Department (OPD/Reki) Management"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""66"", ""source_sequence"": ""66"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-067,../marg/webapp-parity-map.csv,ERP-021;WORK-11,Cursor To Report,"Open the relevant ledger, stock or transaction report from the field currently being used.",Define field-to-report mapping and return to preserved editing state.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Open the relevant ledger, stock or transaction report from the field currently being used."", ""dependencies_uncertainties"": ""Define field-to-report mapping and return to preserved editing state."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-067"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Context-to-report navigation"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Cursor To Report"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""67"", ""source_sequence"": ""67"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-068,../marg/webapp-parity-map.csv,ERP-028;WORK-03;WORK-08;WORK-09;WORK-10;WORK-11,SMS & E-Mail System,"Compose invoice/reminder messages; preview recipients, attachments and delivery results.","Provider authorization, costs, consent and failed-delivery handling; local draft is not a sent message.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Compose invoice/reminder messages; preview recipients, attachments and delivery results."", ""dependencies_uncertainties"": ""Provider authorization, costs, consent and failed-delivery handling; local draft is not a sent message."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-068"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""SMS and email"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""SMS & E-Mail System"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""68"", ""source_sequence"": ""68"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
